,COUNTY,STATE,Crime_Count,Crime_rate, Civilian_labor_force_2014 , Employed_2014 , Unemployed_2014 ,Unemployment_rate_2014,Age
646,Morgan,Illinois,1308,3925.452417394436,"17,214","16,189","1,025",6.0,78.36213885
647,Moultrie,Illinois,30,1560.8740894901143,"7,045","6,663",382,5.4,78.18579081
648,Ogle,Illinois,605,1522.5105065807684,"25,933","24,013","1,920",7.4,79.64018583
649,Peoria,Illinois,14024,7428.320205942022,"91,556","84,524","7,032",7.7,78.22309534
650,Perry,Illinois,370,1749.9054105183504,"8,883","8,132",751,8.5,77.52510972
651,Piatt,Illinois,249,1659.8893407106193,"8,323","7,851",472,5.7,79.39691232
652,Pike,Illinois,358,2227.476356396217,"7,748","7,303",445,5.7,78.53220947
653,Pope,Illinois,0,,"1,796","1,647",149,8.3,77.97930351
654,Pulaski,Illinois,100,2065.2622883106155,"2,139","1,916",223,10.4,74.72251931
655,Putnam,Illinois,56,1273.8853503184716,"3,033","2,801",232,7.6,79.77662326
656,Randolph,Illinois,715,2358.179419525066,"14,161","13,224",937,6.6,77.67606045
657,Richland,Illinois,769,4758.663366336634,"7,230","6,766",464,6.4,78.09090864
658,Rock Island,Illinois,7924,5414.417492312949,"72,601","67,464","5,137",7.1,78.75664467
659,St Clair,Illinois,15170,5887.329628364742,,,,,
660,Saline,Illinois,1006,4323.72029054025,"10,767","9,885",882,8.2,74.90023997
661,Sangamon,Illinois,17636,9234.910012514987,"104,386","98,232","6,154",5.9,78.33150749
662,Schuyler,Illinois,141,1902.320561252024,"3,458","3,225",233,6.7,78.82247509999999
663,Scott,Illinois,45,1235.5848434925865,"2,560","2,384",176,6.9,78.77735603
664,Shelby,Illinois,173,996.7160223540936,"10,147","9,460",687,6.8,79.85026434
665,Stark,Illinois,151,4040.674337704041,"2,803","2,592",211,7.5,78.3080197
666,Stephenson,Illinois,1742,3808.482728465238,"22,238","20,604","1,634",7.3,79.67764081
667,Tazewell,Illinois,4870,3794.282864956253,"67,789","63,227","4,562",6.7,78.69126603
668,Union,Illinois,690,3937.906631663053,"7,293","6,651",642,8.8,76.39637477
669,Vermilion,Illinois,6494,8258.19906659715,"35,526","32,525","3,001",8.4,76.19212785
670,Wabash,Illinois,402,3469.405368084923,"5,565","5,233",332,6.0,78.37281931
671,Warren,Illinois,596,3365.3303218520605,"8,734","8,225",509,5.8,78.38945354
672,Washington,Illinois,525,3652.936264959643,"9,021","8,593",428,4.7,79.06773024
673,Wayne,Illinois,486,3126.608337622233,"7,672","7,164",508,6.6,77.78660163
674,White,Illinois,472,5413.4648468861105,"7,071","6,657",414,5.9,76.87632716
675,Whiteside,Illinois,1980,3543.941292285664,"28,579","26,600","1,979",6.9,78.91567905
676,Will,Illinois,20097,2971.4520593314564,"356,697","329,629","27,068",7.6,79.93640142
677,Williamson,Illinois,1910,3009.343143897021,"31,390","29,153","2,237",7.1,76.94173142
678,Winnebago,Illinois,22517,7822.286760440079,"142,061","130,296","11,765",8.3,77.95412353
679,Woodford,Illinois,665,1924.3011748365063,"19,692","18,602","1,090",5.5,80.30237401
680,Adams,Indiana,466,3463.653931916159,"16,404","15,653",751,4.6,79.7213724
681,Allen,Indiana,20988,5748.388846131725,"175,539","165,499","10,040",5.7,78.31473085
682,Bartholomew,Indiana,5333,6637.6252411475525,"42,577","40,713","1,864",4.4,77.80224335
683,Benton,Indiana,10,inf,"4,470","4,228",242,5.4,78.41078103
684,Blackford,Indiana,505,4113.047727642938,"5,260","4,871",389,7.4,76.81141714
685,Boone,Indiana,606,2030.150753768844,"32,166","30,755","1,411",4.4,78.86588341
686,Brown,Indiana,244,1627.9690419001868,"7,352","6,913",439,6.0,79.39964077
687,Carroll,Indiana,164,5680.637339799099,"9,875","9,359",516,5.2,79.79775667
688,Cass,Indiana,2088,5443.169968717414,"17,720","16,700","1,020",5.8,77.61849616
689,Clark,Indiana,8834,7774.697469746974,"57,572","54,466","3,106",5.4,76.29696159999999
690,Clay,Indiana,24,inf,"12,428","11,589",839,6.8,76.66045026
691,Clinton,Indiana,2135,6495.482065167786,"16,642","15,791",851,5.1,77.87738625
692,Crawford,Indiana,230,2168.5838204789748,"4,889","4,515",374,7.6,76.09582369
693,Daviess,Indiana,1549,4750.368007850834,"15,165","14,488",677,4.5,77.17458639
694,Dearborn,Indiana,584,6668.189084265816,"25,097","23,449","1,648",6.6,78.36759532
695,Decatur,Indiana,230,1949.1525423728813,"14,172","13,476",696,4.9,78.07280390000001
696,De Kalb,Indiana,1113,5219.960604070912,,,,,
697,Delaware,Indiana,7651,6510.104233141885,"53,553","49,804","3,749",7.0,76.98019272
698,Dubois,Indiana,698,3254.3826930249907,"22,024","21,129",895,4.1,78.93023999
699,Elkhart,Indiana,10112,5018.287568919571,"102,097","96,915","5,182",5.1,78.78482437
700,Fayette,Indiana,6,inf,"9,083","8,375",708,7.8,75.8392081
701,Floyd,Indiana,5281,7182.102543179654,"39,044","37,065","1,979",5.1,77.17154866
702,Fountain,Indiana,22,inf,"8,191","7,620",571,7.0,77.25176466
703,Franklin,Indiana,268,1259.635269787554,"10,875","10,166",709,6.5,78.95466801
704,Fulton,Indiana,176,1231.3720002798573,"9,785","9,172",613,6.3,76.89722813
705,Gibson,Indiana,361,1594.6638395617988,"18,418","17,592",826,4.5,78.05572039
706,Grant,Indiana,3938,5710.4740360493615,"32,633","30,397","2,236",6.9,76.47064952
707,Greene,Indiana,937,3070.419766032048,"13,843","12,744","1,099",7.9,76.75623318
708,Hamilton,Indiana,4265,2056.7499011409773,"160,997","154,456","6,541",4.1,81.78132244
709,Hancock,Indiana,1596,2217.3441885020425,"36,584","34,692","1,892",5.2,78.98542223
710,Harrison,Indiana,929,2373.409636707373,"19,028","17,965","1,063",5.6,78.07513305
711,Hendricks,Indiana,6335,4059.0760556160703,"80,633","76,928","3,705",4.6,79.97024886
712,Henry,Indiana,986,3141.92849404117,"21,449","19,989","1,460",6.8,76.92824203
713,Howard,Indiana,4936,6038.880800616613,"36,907","34,595","2,312",6.3,77.19586324
714,Huntington,Indiana,734,4273.653566229986,"18,538","17,464","1,074",5.8,78.17689576
715,Jackson,Indiana,3033,6937.169781112051,"21,304","20,241","1,063",5.0,76.40681958
716,Jasper,Indiana,558,9499.489274770172,"16,128","15,053","1,075",6.7,78.01406335
717,Jay,Indiana,527,2751.527175899337,"10,094","9,509",585,5.8,77.25203154
718,Jefferson,Indiana,42,inf,"15,050","14,138",912,6.1,76.17806188
719,Jennings,Indiana,1360,4821.498209664268,"13,079","12,205",874,6.7,75.52541168
720,Johnson,Indiana,8756,6008.948914326498,"75,466","71,714","3,752",5.0,78.57431383
721,Knox,Indiana,292,1716.940083495031,"18,829","17,847",982,5.2,76.17007296
722,Kosciusko,Indiana,2321,2968.9038975657804,"40,293","38,325","1,968",4.9,78.52498866
723,Lagrange,Indiana,438,1145.4873551795379,,,,,
724,Lake,Indiana,34660,7532.326415299359,"230,390","212,208","18,182",7.9,76.57429974
725,La Porte,Indiana,5574,5469.6392824900895,,,,,
726,Lawrence,Indiana,1774,4273.6689954227895,"20,366","18,722","1,644",8.1,76.44425897
727,Madison,Indiana,6793,5315.835602717,"57,897","53,773","4,124",7.1,76.76370692
728,Marion,Indiana,109142,12296.692550012844,"467,242","436,752","30,490",6.5,76.20152383
729,Marshall,Indiana,666,4544.524053224155,"23,704","22,407","1,297",5.5,79.05926288
730,Martin,Indiana,214,2877.891339429801,"4,951","4,687",264,5.3,77.32963752
731,Miami,Indiana,1254,3482.6561501930178,"15,661","14,627","1,034",6.6,77.83448033
732,Monroe,Indiana,8365,5855.6698144246175,"67,448","63,593","3,855",5.7,80.210265
733,Montgomery,Indiana,2222,5812.797572332967,"18,681","17,672","1,009",5.4,77.93970714
734,Morgan,Indiana,1788,8320.148906468125,"34,969","32,939","2,030",5.8,77.37794095
735,Newton,Indiana,335,2383.493418712202,"6,942","6,458",484,7.0,77.20316743
736,Noble,Indiana,976,2153.146991991881,"23,119","21,919","1,200",5.2,77.73317226
737,Ohio,Indiana,4,inf,"3,217","2,995",222,6.9,78.27036097
738,Orange,Indiana,34,inf,"8,534","7,875",659,7.7,76.68080185
739,Owen,Indiana,44,inf,"9,475","8,708",767,8.1,76.28618892
740,Parke,Indiana,128,744.4024425705147,"6,945","6,461",484,7.0,78.02402538
741,Perry,Indiana,298,4083.310496026309,"9,171","8,635",536,5.8,77.72097077
742,Pike,Indiana,250,2428.127428127428,"6,342","6,021",321,5.1,77.64488403
743,Porter,Indiana,4694,2933.0900547376837,"83,965","78,763","5,202",6.2,78.72011964
744,Posey,Indiana,1184,4659.7662245660995,"13,146","12,518",628,4.8,78.9251881
745,Pulaski,Indiana,2,inf,"6,191","5,857",334,5.4,77.20977145
746,Putnam,Indiana,54,inf,"16,258","15,180","1,078",6.6,78.36289075
747,Randolph,Indiana,663,7963.9639639639645,"12,480","11,672",808,6.5,77.81403809999999
748,Ripley,Indiana,578,2459.993190330269,"13,629","12,731",898,6.6,77.85613391
749,Rush,Indiana,576,9330.95739510773,"8,525","8,046",479,5.6,77.64580668
750,St Joseph,Indiana,18409,6913.736963273706,,,,,
751,Scott,Indiana,1040,5271.695052716951,"10,182","9,490",692,6.8,73.41902328
752,Shelby,Indiana,2206,4918.2886317526145,"22,420","21,146","1,274",5.7,77.74900162
753,Spencer,Indiana,32,inf,"10,739","10,188",551,5.1,78.98657427
754,Starke,Indiana,307,1572.4236836713787,"10,225","9,485",740,7.2,74.66296194
755,Steuben,Indiana,1603,4654.606695897093,"19,796","18,840",956,4.8,78.84812225
756,Sullivan,Indiana,332,1955.241460541814,"8,643","8,025",618,7.2,75.79572006
757,Switzerland,Indiana,18,inf,"4,800","4,517",283,5.9,76.50264517
758,Tippecanoe,Indiana,10277,5710.872162485066,"91,257","86,672","4,585",5.0,79.13734964
759,Tipton,Indiana,280,1794.1817249775727,"8,160","7,737",423,5.2,78.69551555
760,Union,Indiana,3,inf,"3,541","3,342",199,5.6,77.69889525
761,Vanderburgh,Indiana,16812,9240.154991893154,"92,029","87,069","4,960",5.4,77.1802845
762,Vermillion,Indiana,246,5169.1531834419,"7,222","6,602",620,8.6,75.8296942
763,Vigo,Indiana,8900,8376.15525062586,"49,446","45,689","3,757",7.6,76.44592779
764,Wabash,Indiana,533,2443.721058181652,"15,461","14,601",860,5.6,77.87405716
765,Warren,Indiana,4,inf,"4,093","3,844",249,6.1,78.57560526
766,Warrick,Indiana,1892,3081.5837907389614,"31,166","29,637","1,529",4.9,79.27053599999999
767,Washington,Indiana,34,inf,"13,310","12,425",885,6.6,75.89284508
768,Wayne,Indiana,732,2468.802698145025,"30,901","28,887","2,014",6.5,76.54346674
769,Wells,Indiana,956,3429.7194518188994,"13,749","13,090",659,4.8,79.51725219
770,White,Indiana,189,773.5756385068762,"13,445","12,763",682,5.1,78.25474296
771,Whitley,Indiana,391,3699.498533446874,"16,831","15,963",868,5.2,79.01918238
772,Adair,Iowa,120,1614.4221713978204,"4,158","3,991",167,4.0,79.44017631
773,Adams,Iowa,85,2195.815034874709,"2,215","2,141",74,3.3,78.9568314
774,Allamakee,Iowa,16,113.04224954076584,"7,715","7,280",435,5.6,79.89877408
775,Appanoose,Iowa,724,5712.93300718062,"6,159","5,807",352,5.7,78.32686352
776,Audubon,Iowa,72,1235.4152367879205,"3,263","3,123",140,4.3,80.53642112
777,Benton,Iowa,129,556.3702234106788,"13,882","13,242",640,4.6,81.14787358
778,Black Hawk,Iowa,9151,6872.183838990689,"72,258","68,715","3,543",4.9,79.42023437
779,Boone,Iowa,812,3071.1043872919813,"15,214","14,697",517,3.4,78.98336082
780,Bremer,Iowa,482,1946.766832263016,"14,197","13,676",521,3.7,82.14028343
781,Buchanan,Iowa,83,394.7493579377913,"11,482","10,948",534,4.7,79.23808783
782,Buena Vista,Iowa,650,3145.1105627328593,"11,497","11,042",455,4.0,80.87749186
783,Butler,Iowa,26,172.40236058616802,"8,391","8,037",354,4.2,80.22877318
784,Calhoun,Iowa,148,1496.7637540453077,"4,427","4,213",214,4.8,79.85012149
785,Carroll,Iowa,288,1399.2809250801672,"11,241","10,886",355,3.2,80.36163405
786,Cass,Iowa,413,3049.3207324276427,"7,394","7,074",320,4.3,78.84457582
787,Cedar,Iowa,346,1880.4347826086953,"10,940","10,518",422,3.9,81.37647290000001
788,Cerro Gordo,Iowa,2704,6211.665250051688,"23,266","22,186","1,080",4.6,79.23473055
789,Cherokee,Iowa,218,1828.3988928960835,"6,640","6,302",338,5.1,80.13392739
790,Chickasaw,Iowa,153,1241.6815452037006,"6,488","6,181",307,4.7,80.70769544
791,Clarke,Iowa,321,3433.1550802139036,"4,684","4,475",209,4.5,78.56923005
792,Clay,Iowa,653,3959.975742874469,"8,955","8,581",374,4.2,80.29478749
793,Clayton,Iowa,97,547.0953186689227,"10,204","9,695",509,5.0,80.50395658
794,Clinton,Iowa,3357,6943.697513755016,"24,802","23,500","1,302",5.2,78.69609086
795,Crawford,Iowa,150,854.8957027242676,"8,745","8,389",356,4.1,80.32605039
796,Dallas,Iowa,2527,3284.249379410733,"42,774","41,369","1,405",3.3,81.49326791
797,Davis,Iowa,50,567.6013168350553,"4,116","3,905",211,5.1,79.84476886
798,Decatur,Iowa,108,1335.9722909450768,"4,446","4,278",168,3.8,78.29454568
799,Delaware,Iowa,408,2330.230167342509,"10,541","10,143",398,3.8,81.09604033
800,Des Moines,Iowa,2996,7376.040179230882,"20,869","19,824","1,045",5.0,79.15250409
801,Dickinson,Iowa,291,1705.3445850914206,"9,725","9,270",455,4.7,81.27127284
802,Dubuque,Iowa,3841,3986.6316543327757,"55,648","53,351","2,297",4.1,80.02523811
803,Emmet,Iowa,310,3116.517542977782,"5,742","5,515",227,4.0,79.65341282
804,Fayette,Iowa,670,3275.9632309798553,"10,808","10,267",541,5.0,79.90328933
805,Floyd,Iowa,322,2003.9830719442368,"8,421","8,041",380,4.5,79.71803266
806,Franklin,Iowa,29,275.27289985761746,"5,986","5,749",237,4.0,80.28076938
807,Fremont,Iowa,14,199.6577296063891,"4,175","4,014",161,3.9,78.84202662
808,Greene,Iowa,128,1405.0493962678374,"5,281","5,068",213,4.0,80.03352892
809,Grundy,Iowa,194,1576.4667641800747,"6,733","6,453",280,4.2,81.32052843
810,Guthrie,Iowa,104,976.984499765148,"5,619","5,373",246,4.4,80.07380743
811,Hamilton,Iowa,504,3301.8867924528304,"7,109","6,787",322,4.5,80.42407057
812,Hancock,Iowa,110,994.2154736080985,"6,306","6,098",208,3.3,80.81395792
813,Hardin,Iowa,464,3147.0428648941943,"8,721","8,344",377,4.3,79.73914961
814,Harrison,Iowa,145,1011.0165946172084,"7,548","7,246",302,4.0,78.07611218
815,Henry,Iowa,779,4237.14985042154,"9,558","9,139",419,4.4,79.54589818
816,Howard,Iowa,264,2768.166089965398,"5,323","5,108",215,4.0,80.32387442
817,Humboldt,Iowa,139,1436.098770534146,"5,268","5,068",200,3.8,80.39974431
818,Ida,Iowa,190,2648.821971281193,"3,895","3,756",139,3.6,79.514907
819,Iowa,Iowa,227,1387.0218746181104,"10,222","9,795",427,4.2,80.81346832
820,Jackson,Iowa,414,2115.9153633854644,"11,035","10,477",558,5.1,79.37989552
821,Jasper,Iowa,1769,4823.712267881002,"19,356","18,501",855,4.4,79.81955757
822,Jefferson,Iowa,792,4700.5757018220675,"9,093","8,697",396,4.4,80.43838618
823,Johnson,Iowa,6386,4513.329375512396,"84,150","81,559","2,591",3.1,82.08419034
824,Jones,Iowa,275,1332.751768925075,"10,810","10,278",532,4.9,80.75467501
825,Keokuk,Iowa,106,1280.9667673716012,"5,524","5,280",244,4.4,80.46159627
826,Kossuth,Iowa,186,1215.447951382082,"8,675","8,397",278,3.2,81.38116492
827,Lee,Iowa,1878,5259.325641312871,"17,759","16,714","1,045",5.9,77.52008417
828,Linn,Iowa,13200,6063.835651678579,"121,179","115,865","5,314",4.4,80.39224437
829,Louisa,Iowa,135,1196.596348165219,"5,942","5,675",267,4.5,79.30229602
830,Lucas,Iowa,412,4721.521888608755,"4,317","4,149",168,3.9,79.18587527
831,Lyon,Iowa,226,2467.7877265778548,"7,026","6,847",179,2.5,81.05279657
832,Madison,Iowa,311,2017.9081235400986,"8,243","7,870",373,4.5,79.69962127
833,Mahaska,Iowa,930,4139.220224319032,"11,877","11,356",521,4.4,80.12277605
834,Marion,Iowa,712,2918.7505124210875,"17,462","16,797",665,3.8,79.21678947
835,Marshall,Iowa,2069,5027.335682177135,"19,863","18,793","1,070",5.4,77.36816434
836,Mills,Iowa,541,3635.264077408951,"7,409","7,085",324,4.4,77.92722262
837,Mitchell,Iowa,128,1337.3733152230698,"5,469","5,274",195,3.6,81.45455914
838,Monona,Iowa,224,2458.8364434687155,"4,763","4,526",237,5.0,77.79974615
839,Monroe,Iowa,143,1779.7137523335407,"4,080","3,875",205,5.0,77.84317713
840,Montgomery,Iowa,428,4123.711340206186,"5,170","4,957",213,4.1,78.21317134
841,Muscatine,Iowa,1575,3667.7378789995814,"22,149","21,145","1,004",4.5,78.95599643
842,O'Brien,Iowa,410,2931.712549159814,"8,249","7,980",269,3.3,80.26457146
843,Osceola,Iowa,26,421.735604217356,"3,465","3,350",115,3.3,80.28851214
844,Page,Iowa,456,2906.1245299853417,"6,608","6,315",293,4.4,78.75514269
845,Palo Alto,Iowa,233,2546.1698175062834,"4,860","4,685",175,3.6,79.51713909
846,Plymouth,Iowa,634,2535.492901419716,"14,686","14,183",503,3.4,80.64064219
847,Pocahontas,Iowa,77,1079.0358744394618,"4,334","4,183",151,3.5,79.89127950000001
848,Polk,Iowa,29869,6527.730122756905,"256,028","245,209","10,819",4.2,78.96780091
849,Pottawattamie,Iowa,10403,11216.65624393505,"49,263","47,151","2,112",4.3,77.86226212
850,Poweshiek,Iowa,611,3291.139240506329,"10,420","9,977",443,4.3,79.83363825
851,Ringgold,Iowa,58,1144.6615354253008,"2,535","2,437",98,3.9,79.62016377
852,Sac,Iowa,125,1247.0071827613726,"5,564","5,346",218,3.9,79.81746159
853,Scott,Iowa,11425,6690.3635341515965,"88,611","83,997","4,614",5.2,79.33552112
854,Shelby,Iowa,0,0.0,"7,063","6,842",221,3.1,80.91617426
855,Sioux,Iowa,911,2615.7866023487522,"20,162","19,570",592,2.9,82.86232509
856,Story,Iowa,3303,3816.732146984054,"56,709","55,073","1,636",2.9,82.11500111
857,Tama,Iowa,399,2707.1036026867496,"9,252","8,764",488,5.3,79.58087420000001
858,Taylor,Iowa,53,863.6141437184292,"3,247","3,128",119,3.7,79.72176648
859,Union,Iowa,415,3286.3477985429204,"6,825","6,504",321,4.7,78.67351455
860,Van Buren,Iowa,172,2318.0592991913745,"3,920","3,743",177,4.5,78.65126233
861,Wapello,Iowa,2616,7390.456818374439,"18,166","17,170",996,5.5,77.66965768
862,Warren,Iowa,1710,3585.732558871019,"26,810","25,749","1,061",4.0,80.01607793
863,Washington,Iowa,409,1847.4185825918066,"12,341","11,897",444,3.6,80.51248204
864,Wayne,Iowa,92,1433.691756272401,"2,877","2,732",145,5.0,78.3866113
865,Webster,Iowa,3225,8736.28606257619,"19,856","18,896",960,4.8,77.73830887
866,Winnebago,Iowa,155,1475.207004853907,"5,232","5,012",220,4.2,80.6805125
867,Winneshiek,Iowa,216,1027.690550956323,"12,078","11,565",513,4.2,82.62077706
868,Woodbury,Iowa,7524,7356.276886976926,"56,036","53,581","2,455",4.4,78.3538478
869,Worth,Iowa,138,1828.541142175699,"4,211","4,020",191,4.5,79.7395319
870,Wright,Iowa,152,1174.1985322518346,"6,960","6,676",284,4.1,80.31644933
871,Allen,Kansas,609,4659.5256312165275,"6,806","6,460",346,5.1,76.56915276
872,Anderson,Kansas,313,3987.261146496816,"4,187","3,971",216,5.2,78.78954532
873,Atchison,Kansas,993,5937.219730941704,"7,631","7,135",496,6.5,77.69398428
874,Barber,Kansas,209,4201.005025125628,"2,715","2,632",83,3.1,77.6314656
875,Barton,Kansas,2632,9579.96651379486,"15,455","14,906",549,3.6,78.65801311
876,Bourbon,Kansas,1082,7320.703653585926,"7,093","6,720",373,5.3,77.03054299
877,Brown,Kansas,453,4528.188724510196,"5,407","5,186",221,4.1,77.76153454
878,Butler,Kansas,3245,4984.026540517295,"31,944","30,387","1,557",4.9,77.99006888
879,Chase,Kansas,22,820.8955223880597,"1,232","1,182",50,4.1,78.17171406
880,Chautauqua,Kansas,76,2152.974504249292,"1,577","1,491",86,5.5,77.08345161
881,Cherokee,Kansas,1341,6700.644581022337,"10,349","9,828",521,5.0,75.16192835
882,Cheyenne,Kansas,96,3570.1004090740053,"1,314","1,273",41,3.1,80.25950340000001
883,Clark,Kansas,84,3830.369357045144,"1,143","1,113",30,2.6,78.43911664
884,Clay,Kansas,328,3916.885598280392,"4,169","3,985",184,4.4,79.88346743
885,Cloud,Kansas,604,6537.504058880832,"4,389","4,204",185,4.2,78.51648063
886,Coffey,Kansas,178,2280.5893657911593,"4,893","4,614",279,5.7,77.87543263
887,Comanche,Kansas,0,,978,948,30,3.1,76.89852889
888,Cowley,Kansas,2382,6720.460444645075,"17,260","16,460",800,4.6,76.46871183
889,Crawford,Kansas,3458,8866.211989128762,"19,132","18,108","1,024",5.4,76.81030809999999
890,Decatur,Kansas,59,2015.7157499145885,"1,352","1,305",47,3.5,79.26521271
891,Dickinson,Kansas,721,3684.587080948487,"9,719","9,227",492,5.1,78.63567673
892,Doniphan,Kansas,314,4010.7293396346918,"4,294","4,101",193,4.5,79.00723678
893,Douglas,Kansas,5590,4855.127848804892,"64,633","61,994","2,639",4.1,80.52808158
894,Edwards,Kansas,40,1369.3940431359124,"1,605","1,552",53,3.3,77.95507846
895,Elk,Kansas,34,1305.1823416506718,"1,308","1,241",67,5.1,77.27068235
896,Ellis,Kansas,1343,4595.0662059054985,"17,905","17,412",493,2.8,79.64734046
897,Ellsworth,Kansas,280,4750.593824228028,"3,445","3,343",102,3.0,78.87661440000001
898,Finney,Kansas,2473,6657.1551631312595,"20,196","19,503",693,3.4,79.19308165
899,Ford,Kansas,2079,5935.7601713062095,"18,174","17,483",691,3.8,78.50327836
900,Franklin,Kansas,1408,5482.439062378319,"14,049","13,331",718,5.1,77.88034478
901,Geary,Kansas,1646,4335.914862230652,"12,332","11,431",901,7.3,76.81633517
902,Gove,Kansas,105,3760.744985673352,"1,483","1,444",39,2.6,79.63063282
903,Graham,Kansas,74,2857.142857142857,"1,312","1,269",43,3.3,79.67929025
904,Grant,Kansas,295,3697.2051635543294,"3,936","3,802",134,3.4,78.29012245
905,Gray,Kansas,186,3096.387547860829,"3,494","3,400",94,2.7,79.34921446
906,Greeley,Kansas,12,923.7875288683605,897,878,19,2.1,78.19535519
907,Greenwood,Kansas,254,3991.827754203992,"3,327","3,177",150,4.5,76.81962739
908,Hamilton,Kansas,31,1197.836166924266,"1,662","1,623",39,2.3,77.62799948
909,Harper,Kansas,270,6104.453990504183,"2,979","2,869",110,3.7,77.04631009999999
910,Harvey,Kansas,1721,4953.658396177537,"17,110","16,382",728,4.3,79.17249092
911,Haskell,Kansas,127,3093.7880633373934,"2,356","2,295",61,2.6,79.19346966
912,Hodgeman,Kansas,49,2497.451580020388,"1,034",999,35,3.4,80.04679419
913,Jackson,Kansas,352,2775.149795017345,"7,386","7,081",305,4.1,78.6950468
914,Jefferson,Kansas,808,4310.942751960733,"10,215","9,722",493,4.8,78.92252474
915,Jewell,Kansas,0,,"1,380","1,326",54,3.9,79.98993721
916,Johnson,Kansas,18978,3439.5576313485826,"320,747","308,630","12,117",3.8,81.69544414
917,Kearny,Kansas,143,3659.1606960081876,"2,117","2,052",65,3.1,77.66487109
918,Kingman,Kansas,225,3056.2347188264057,"3,603","3,459",144,4.0,78.62980751
919,Kiowa,Kansas,60,2385.685884691849,"1,349","1,305",44,3.3,79.28575325
920,Labette,Kansas,1170,5633.66718027735,"10,772","10,144",628,5.8,76.26836817
921,Lane,Kansas,70,4076.8782760628997,863,835,28,3.2,78.21547374
922,Leavenworth,Kansas,4043,5141.9995675785685,"34,990","33,245","1,745",5.0,78.91877151
923,Lincoln,Kansas,111,3549.7281739686605,"1,771","1,698",73,4.1,79.20267554
924,Linn,Kansas,230,2691.947565543071,"4,319","3,997",322,7.5,77.57260837
925,Logan,Kansas,84,2993.585174625802,"1,733","1,694",39,2.3,78.66663135
926,Lyon,Kansas,1088,3336.3998773382395,"16,511","15,666",845,5.1,78.90772657
927,McPherson,Kansas,1918,6818.34340561678,"16,823","16,277",546,3.2,79.25942582
928,Marion,Kansas,389,3210.895583986793,"6,139","5,889",250,4.1,79.34830840000001
929,Marshall,Kansas,336,3366.733466933868,"5,876","5,686",190,3.2,80.22931094
930,Meade,Kansas,190,4438.2153702405985,"2,379","2,316",63,2.6,79.23866496
931,Miami,Kansas,1296,3946.406820950061,"16,853","16,058",795,4.7,78.96687876
932,Mitchell,Kansas,165,2783.870423485743,"3,834","3,709",125,3.3,79.11649307
933,Montgomery,Kansas,2232,9876.980263740154,"17,335","16,338",997,5.8,76.26453565
934,Morris,Kansas,195,3420.452552183828,"3,096","2,959",137,4.4,79.84718376
935,Morton,Kansas,88,2817.8033941722692,"1,488","1,429",59,4.0,77.79260991
936,Nemaha,Kansas,189,1859.6871002656687,"5,847","5,680",167,2.9,80.23174362
937,Neosho,Kansas,763,4646.206308610401,"6,393","5,911",482,7.5,77.3216061
938,Ness,Kansas,78,2544.031311154599,"1,613","1,569",44,2.7,79.38418786
939,Norton,Kansas,124,2208.3704363312554,"3,038","2,966",72,2.4,79.45793569
940,Osage,Kansas,514,3268.2647675971252,"8,138","7,695",443,5.4,77.66777594
941,Osborne,Kansas,100,2621.9192448872573,"2,057","1,980",77,3.7,79.24204598
942,Ottawa,Kansas,195,3233.294644337589,"3,241","3,108",133,4.1,78.15064545
943,Pawnee,Kansas,368,5280.528052805281,"3,389","3,261",128,3.8,78.82076306
944,Phillips,Kansas,22,398.6229389382133,"2,907","2,805",102,3.5,78.37168297
945,Pottawatomie,Kansas,674,2937.459141425147,"12,027","11,558",469,3.9,79.63689638
946,Pratt,Kansas,616,6197.183098591549,"5,499","5,321",178,3.2,78.39144874
947,Rawlins,Kansas,50,1914.241960183767,"1,515","1,478",37,2.4,80.14288575
948,Reno,Kansas,4545,7088.493090863721,"31,182","29,809","1,373",4.4,78.40361582
949,Republic,Kansas,216,4510.336187095427,"2,567","2,489",78,3.0,79.53043167
950,Rice,Kansas,323,5163.868904876099,"5,446","5,254",192,3.5,77.43380845
951,Riley,Kansas,2772,3627.03791903279,"36,570","35,219","1,351",3.7,81.46338239
952,Rooks,Kansas,71,1366.1727919953819,"2,849","2,746",103,3.6,78.51311903
953,Rush,Kansas,193,6117.274167987322,"1,807","1,743",64,3.5,79.28619305
954,Russell,Kansas,286,4131.157012855699,"3,836","3,701",135,3.5,78.90717077
955,Saline,Kansas,4351,7803.644450821435,"30,680","29,387","1,293",4.2,78.52569796
956,Scott,Kansas,153,3024.313105356789,"2,851","2,773",78,2.7,78.37062198
957,Sedgwick,Kansas,46669,9202.516893990334,"246,940","233,675","13,265",5.4,77.64533985
958,Seward,Kansas,1392,5923.90841773768,"11,153","10,763",390,3.5,78.37832998
959,Shawnee,Kansas,15796,8894.494715444866,"91,849","87,465","4,384",4.8,77.74517835
960,Sheridan,Kansas,47,1839.530332681017,"1,458","1,420",38,2.6,80.00187638
961,Sherman,Kansas,274,4459.635416666666,"3,090","2,991",99,3.2,78.32760695
962,Smith,Kansas,50,2410.8003857280623,"2,116","2,050",66,3.1,79.57456076
963,Stafford,Kansas,131,3015.6537753222838,"2,162","2,081",81,3.7,77.86293538
964,Stanton,Kansas,0,,"1,026",992,34,3.3,78.62602066
965,Stevens,Kansas,26,650.9764646970456,"3,364","3,263",101,3.0,79.0040688
